"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD"
"WORK","POPULATION_ANC12",,,"Anc2012",2,2,2,"Advisory Neighborhood Commission (2012)","$ANC12A",0,0,,0,0,0,199,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctAPINonHispBridge_m",1,8,21,"% Asian/P.I. non-Hispanic MOE",,0,0,,0,0,1,136,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctAsianPINonHispBridge",1,8,13,"% Asian/P.I. non-Hispanic",,0,0,,0,0,1,72,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctBlackNonHispBridge",1,8,10,"% black non-Hispanic",,0,0,,0,0,1,48,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctBlackNonHispBridge_m",1,8,18,"% black non-Hispanic MOE",,0,0,,0,0,1,112,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctChgPop65andOverYear",1,8,25,"% change senior population",,0,0,,0,0,1,168,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctChgPopUnder18Years",1,8,24,"% change child population",,0,0,,0,0,1,160,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctChgTotPop",1,8,23,"% change population",,0,0,,0,0,1,152,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctFamiliesOwnChildFH_m",1,8,22,"% female-headed families with children MOE",,0,0,,0,0,1,144,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
"WORK","POPULATION_ANC12",,,"PctFamiliesOwnChildrenFH",1,8,14,"% female-headed families with children",,0,0,,0,0,1,80,200,"V9","09JAN18:12:58:27","09JAN18:12:58:27",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES"
