"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","CONNECTION_ANC12",,,"PctBroadband",1,8,8,"% HHs with broadband internet subscription","PROFNUM",0,0,,0,0,0,32,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",5
"WORK","CONNECTION_ANC12",,,"PctBroadband_m",1,8,14,"% HHs with broadband internet subscription MOE","PROFNUM",0,0,,0,0,0,80,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",6
"WORK","CONNECTION_ANC12",,,"PctHshldCar",1,8,7,"% HHs with a car","PROFNUM",0,0,,0,0,0,24,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","CONNECTION_ANC12",,,"PctHshldCar_m",1,8,13,"% HHs with a car MOE","PROFNUM",0,0,,0,0,0,72,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","CONNECTION_ANC12",,,"PctHshldPhone",1,8,6,"% HHs with a phone","PROFNUM",0,0,,0,0,0,16,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
"WORK","CONNECTION_ANC12",,,"PctHshldPhone_m",1,8,12,"% HHs with a phone MOE","PROFNUM",0,0,,0,0,0,64,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","CONNECTION_ANC12",,,"PctNocomputer",1,8,9,"% HHs with no computing devices",,0,0,,0,0,1,40,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",7
"WORK","CONNECTION_ANC12",,,"Pctcellularonly",1,8,10,"% HHs with cell data plan but no other internet","PROFNUM",0,0,,0,0,0,48,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",9
"WORK","CONNECTION_ANC12",,,"Pctcellularonly_m",1,8,16,"% HHs with cell data plan but no other internet MOE","PROFNUM",0,0,,0,0,0,96,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",10
"WORK","CONNECTION_ANC12",,,"Pctcomputer",1,8,18,"% HHs with computing devices","PROFNUM",0,0,,0,0,0,112,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"Pctcomputer_m",1,8,20,"% HHs with computing devices MOE","PROFNUM",0,0,,0,0,0,128,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"Pctinternet",1,8,19,"% HHs with internet access","PROFNUM",0,0,,0,0,0,120,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"Pctinternet_m",1,8,21,"% HHs with internet access MOE","PROFNUM",0,0,,0,0,0,136,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"Pctnocomputer_m",1,8,15,"% HHs with no computing devices MOE",,0,0,,0,0,1,88,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"Pctnointernet",1,8,11,"% HHs with no internet access",,0,0,,0,0,1,56,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",11
"WORK","CONNECTION_ANC12",,,"Pctnointernet_m",1,8,17,"% HHs with no internet access MOE",,0,0,,0,0,1,104,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",12
"WORK","CONNECTION_ANC12",,,"anc2012",2,2,2,"Advisory Neighborhood Commission (2012)","$ANC12A",0,0,,0,0,0,167,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"anc2012_nf",2,2,3,,,0,0,,0,0,0,169,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"end_date",1,8,5,,"DATE",9,0,,0,0,1,8,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ANC12",,,"indc",1,8,22,,,0,0,,0,0,1,144,120,"V9","27JAN21:15:29:13","27JAN21:15:29:13",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
