"LIBNAME","MEMNAME","MEMLABEL","TYPEMEM","NAME","TYPE","LENGTH","VARNUM","LABEL","FORMAT","FORMATL","FORMATD","INFORMAT","INFORML","INFORMD","JUST","NPOS","NOBS","ENGINE","CRDATE","MODATE","DELOBS","IDXUSAGE","MEMTYPE","IDXCOUNT","PROTECT","FLAGS","COMPRESS","REUSE","SORTED","SORTEDBY","CHARSET","COLLATE","NODUPKEY","NODUPREC","ENCRYPT","POINTOBS","GENMAX","GENNUM","GENNEXT","TRANSCOD","weborder"
"WORK","CONNECTION_ZIP",,,"PctBroadband",1,8,8,"% HHs with broadband internet subscription","PROFNUM",0,0,,0,0,0,32,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",5
"WORK","CONNECTION_ZIP",,,"PctBroadband_m",1,8,14,"% HHs with broadband internet subscription MOE","PROFNUM",0,0,,0,0,0,80,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",6
"WORK","CONNECTION_ZIP",,,"PctHshldCar",1,8,7,"% HHs with a car","PROFNUM",0,0,,0,0,0,24,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",1
"WORK","CONNECTION_ZIP",,,"PctHshldCar_m",1,8,13,"% HHs with a car MOE","PROFNUM",0,0,,0,0,0,72,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",2
"WORK","CONNECTION_ZIP",,,"PctHshldPhone",1,8,6,"% HHs with a phone","PROFNUM",0,0,,0,0,0,16,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",3
"WORK","CONNECTION_ZIP",,,"PctHshldPhone_m",1,8,12,"% HHs with a phone MOE","PROFNUM",0,0,,0,0,0,64,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",4
"WORK","CONNECTION_ZIP",,,"PctNocomputer",1,8,9,"% HHs with no computing devices",,0,0,,0,0,1,40,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",7
"WORK","CONNECTION_ZIP",,,"PctNocomputer_m",1,8,15,"% HHs with no computing devices MOE",,0,0,,0,0,1,88,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",8
"WORK","CONNECTION_ZIP",,,"Pctcellularonly",1,8,10,"% HHs with cell data plan and no other internet",,0,0,,0,0,1,48,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",9
"WORK","CONNECTION_ZIP",,,"Pctcellularonly_m",1,8,16,"% HHs with cell data plan and no other internet MOE",,0,0,,0,0,1,96,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",10
"WORK","CONNECTION_ZIP",,,"Pctnointernet",1,8,11,"% HHs with no internet access",,0,0,,0,0,1,56,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",11
"WORK","CONNECTION_ZIP",,,"Pctnointernet_m",1,8,17,"% HHs with no internet access MOE",,0,0,,0,0,1,104,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES",12
"WORK","CONNECTION_ZIP",,,"end_date",1,8,5,,"DATE",9,0,,0,0,1,8,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ZIP",,,"indc",1,8,18,,,0,0,,0,0,1,112,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ZIP",,,"start_date",1,8,4,,"DATE",9,0,,0,0,1,0,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ZIP",,,"timeframe",2,15,1,,,0,0,,0,0,0,120,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ZIP",,,"zip",2,5,2,"ZIP code (5-digit)","$ZIPA",0,0,,0,0,0,135,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."
"WORK","CONNECTION_ZIP",,,"zip_nf",2,5,3,,,0,0,,0,0,0,140,56,"V9","21NOV19:14:49:39","21NOV19:14:49:39",0,"NONE","DATA",0,"---","---","CHAR","NO",".",".",,,"NO","NO","NO","YES",0,".",".","YES","."

